Country Name,Country Code,Region,IncomeGroup,Year,Production
Tunisia,TUN,Middle East & North Africa,Lower middle income,2011,86.25
Turkiye,TUR,Europe & Central Asia,Upper middle income,2011,96.17
Tuvalu,TUV,East Asia & Pacific,Upper middle income,2011,95.81
Tanzania,TZA,Sub-Saharan Africa,Lower middle income,2011,83.84
Uganda,UGA,Sub-Saharan Africa,Low income,2011,98.73
Ukraine,UKR,Europe & Central Asia,Lower middle income,2011,91.9
Uruguay,URY,Latin America & Caribbean,High income,2011,83.86
United States,USA,North America,High income,2011,87.0
Uzbekistan,UZB,Europe & Central Asia,Lower middle income,2011,80.37
St. Vincent and the Grenadines,VCT,Latin America & Caribbean,Upper middle income,2011,95.88
"Venezuela, RB",VEN,Latin America & Caribbean,,2011,109.25
Vietnam,VNM,East Asia & Pacific,Lower middle income,2011,87.29
Vanuatu,VUT,East Asia & Pacific,Lower middle income,2011,107.53
Samoa,WSM,East Asia & Pacific,Lower middle income,2011,98.84
"Yemen, Rep.",YEM,Middle East & North Africa,Low income,2011,110.43
South Africa,ZAF,Sub-Saharan Africa,Upper middle income,2011,94.52
Zambia,ZMB,Sub-Saharan Africa,Low income,2011,107.68
Zimbabwe,ZWE,Sub-Saharan Africa,Lower middle income,2011,98.76
Afghanistan,AFG,South Asia,Low income,2012,94.48
Angola,AGO,Sub-Saharan Africa,Lower middle income,2012,79.19
Albania,ALB,Europe & Central Asia,Upper middle income,2012,93.86
United Arab Emirates,ARE,Middle East & North Africa,High income,2012,65.99
Argentina,ARG,Latin America & Caribbean,Upper middle income,2012,81.59
Armenia,ARM,Europe & Central Asia,Upper middle income,2012,93.46
Antigua and Barbuda,ATG,Latin America & Caribbean,High income,2012,99.32
Australia,AUS,East Asia & Pacific,High income,2012,111.35
Austria,AUT,Europe & Central Asia,High income,2012,93.12
Azerbaijan,AZE,Europe & Central Asia,Upper middle income,2012,98.84
Burundi,BDI,Sub-Saharan Africa,Low income,2012,81.0
Belgium,BEL,Europe & Central Asia,High income,2012,91.05
Benin,BEN,Sub-Saharan Africa,Lower middle income,2012,89.08
Burkina Faso,BFA,Sub-Saharan Africa,Low income,2012,89.66
Bangladesh,BGD,South Asia,Lower middle income,2012,93.7
Bulgaria,BGR,Europe & Central Asia,Upper middle income,2012,78.03
Bahrain,BHR,Middle East & North Africa,High income,2012,86.35
"Bahamas, The",BHS,Latin America & Caribbean,High income,2012,93.87
Bosnia and Herzegovina,BIH,Europe & Central Asia,Upper middle income,2012,82.24
Belarus,BLR,Europe & Central Asia,Upper middle income,2012,107.23
Belize,BLZ,Latin America & Caribbean,Upper middle income,2012,111.79
Bolivia,BOL,Latin America & Caribbean,Lower middle income,2012,89.11
Brazil,BRA,Latin America & Caribbean,Upper middle income,2012,90.84
Barbados,BRB,Latin America & Caribbean,High income,2012,143.65
Brunei Darussalam,BRN,East Asia & Pacific,High income,2012,92.14
Bhutan,BTN,South Asia,Lower middle income,2012,99.83
Botswana,BWA,Sub-Saharan Africa,Upper middle income,2012,83.86
Central African Republic,CAF,Sub-Saharan Africa,Low income,2012,105.43
Canada,CAN,North America,High income,2012,85.67
Switzerland,CHE,Europe & Central Asia,High income,2012,101.73
Chile,CHL,Latin America & Caribbean,High income,2012,98.58
China,CHN,East Asia & Pacific,Upper middle income,2012,93.84
Cote d'Ivoire,CIV,Sub-Saharan Africa,Lower middle income,2012,83.22
Cameroon,CMR,Sub-Saharan Africa,Lower middle income,2012,88.35
"Congo, Dem. Rep.",COD,Sub-Saharan Africa,Low income,2012,87.08
"Congo, Rep.",COG,Sub-Saharan Africa,Lower middle income,2012,89.36
Colombia,COL,Latin America & Caribbean,Upper middle income,2012,86.42
Comoros,COM,Sub-Saharan Africa,Lower middle income,2012,99.16
Cabo Verde,CPV,Sub-Saharan Africa,Lower middle income,2012,104.73
Costa Rica,CRI,Latin America & Caribbean,Upper middle income,2012,94.72
Cuba,CUB,Latin America & Caribbean,Upper middle income,2012,94.41
Cyprus,CYP,Europe & Central Asia,High income,2012,104.56
Czechia,CZE,Europe & Central Asia,High income,2012,79.85
Germany,DEU,Europe & Central Asia,High income,2012,94.85
Djibouti,DJI,Middle East & North Africa,Lower middle income,2012,102.96
Dominica,DMA,Latin America & Caribbean,Upper middle income,2012,99.01
Denmark,DNK,Europe & Central Asia,High income,2012,93.69
Dominican Republic,DOM,Latin America & Caribbean,Upper middle income,2012,82.39
Algeria,DZA,Middle East & North Africa,Lower middle income,2012,88.72
Ecuador,ECU,Latin America & Caribbean,Upper middle income,2012,94.6
"Egypt, Arab Rep.",EGY,Middle East & North Africa,Lower middle income,2012,97.65
Eritrea,ERI,Sub-Saharan Africa,Low income,2012,100.79
Spain,ESP,Europe & Central Asia,High income,2012,81.38
Estonia,EST,Europe & Central Asia,High income,2012,82.13
Ethiopia,ETH,Sub-Saharan Africa,Low income,2012,80.55
Finland,FIN,Europe & Central Asia,High income,2012,93.61
Fiji,FJI,East Asia & Pacific,Upper middle income,2012,81.32
France,FRA,Europe & Central Asia,High income,2012,94.66
Faroe Islands,FRO,Europe & Central Asia,High income,2012,96.86
"Micronesia, Fed. Sts.",FSM,East Asia & Pacific,Lower middle income,2012,78.04
Gabon,GAB,Sub-Saharan Africa,Upper middle income,2012,91.8
United Kingdom,GBR,Europe & Central Asia,High income,2012,85.73
Georgia,GEO,Europe & Central Asia,Upper middle income,2012,94.78
Ghana,GHA,Sub-Saharan Africa,Lower middle income,2012,92.38
Guinea,GIN,Sub-Saharan Africa,Low income,2012,89.33
"Gambia, The",GMB,Sub-Saharan Africa,Low income,2012,119.84
Guinea-Bissau,GNB,Sub-Saharan Africa,Low income,2012,92.65
Equatorial Guinea,GNQ,Sub-Saharan Africa,Upper middle income,2012,95.83
Greece,GRC,Europe & Central Asia,High income,2012,101.23
Grenada,GRD,Latin America & Caribbean,Upper middle income,2012,77.95
Guatemala,GTM,Latin America & Caribbean,Upper middle income,2012,86.57
Guyana,GUY,Latin America & Caribbean,Upper middle income,2012,78.91
"Hong Kong SAR, China",HKG,East Asia & Pacific,High income,2012,104.37
Honduras,HND,Latin America & Caribbean,Lower middle income,2012,107.29
Croatia,HRV,Europe & Central Asia,High income,2012,81.75
Haiti,HTI,Latin America & Caribbean,Lower middle income,2012,95.39
Hungary,HUN,Europe & Central Asia,High income,2012,73.5
Indonesia,IDN,East Asia & Pacific,Lower middle income,2012,99.21
India,IND,South Asia,Lower middle income,2012,95.78
Ireland,IRL,Europe & Central Asia,High income,2012,85.28
"Iran, Islamic Rep.",IRN,Middle East & North Africa,Lower middle income,2012,88.79
Iraq,IRQ,Middle East & North Africa,Upper middle income,2012,133.43
Iceland,ISL,Europe & Central Asia,High income,2012,92.05
Israel,ISR,Middle East & North Africa,High income,2012,103.08
Italy,ITA,Europe & Central Asia,High income,2012,100.57
Jamaica,JAM,Latin America & Caribbean,Upper middle income,2012,101.89
Jordan,JOR,Middle East & North Africa,Upper middle income,2012,83.28
Japan,JPN,East Asia & Pacific,High income,2012,101.23
Kazakhstan,KAZ,Europe & Central Asia,Upper middle income,2012,75.64
Kenya,KEN,Sub-Saharan Africa,Lower middle income,2012,96.48
Kyrgyz Republic,KGZ,Europe & Central Asia,Lower middle income,2012,88.89
Cambodia,KHM,East Asia & Pacific,Lower middle income,2012,97.52
Kiribati,KIR,East Asia & Pacific,Lower middle income,2012,98.89
St. Kitts and Nevis,KNA,Latin America & Caribbean,High income,2012,104.64
"Korea, Rep.",KOR,East Asia & Pacific,High income,2012,97.44
Kuwait,KWT,Middle East & North Africa,High income,2012,101.55
Lao PDR,LAO,East Asia & Pacific,Lower middle income,2012,69.68
Lebanon,LBN,Middle East & North Africa,Lower middle income,2012,82.79
Liberia,LBR,Sub-Saharan Africa,Low income,2012,102.25
Libya,LBY,Middle East & North Africa,Upper middle income,2012,100.25
St. Lucia,LCA,Latin America & Caribbean,Upper middle income,2012,92.31
Sri Lanka,LKA,South Asia,Lower middle income,2012,95.01
Lesotho,LSO,Sub-Saharan Africa,Lower middle income,2012,105.32
Lithuania,LTU,Europe & Central Asia,High income,2012,87.13
Luxembourg,LUX,Europe & Central Asia,High income,2012,95.01
Latvia,LVA,Europe & Central Asia,High income,2012,84.98
"Macao SAR, China",MAC,East Asia & Pacific,High income,2012,92.59
Morocco,MAR,Middle East & North Africa,Lower middle income,2012,92.08
Moldova,MDA,Europe & Central Asia,Upper middle income,2012,74.79
Madagascar,MDG,Sub-Saharan Africa,Low income,2012,110.36
Maldives,MDV,South Asia,Upper middle income,2012,98.45
Mexico,MEX,Latin America & Caribbean,Upper middle income,2012,90.05
Marshall Islands,MHL,East Asia & Pacific,Upper middle income,2012,110.0
North Macedonia,MKD,Europe & Central Asia,Upper middle income,2012,89.03
Mali,MLI,Sub-Saharan Africa,Low income,2012,85.28
Malta,MLT,Middle East & North Africa,High income,2012,98.93
Myanmar,MMR,East Asia & Pacific,Lower middle income,2012,99.72
Mongolia,MNG,East Asia & Pacific,Lower middle income,2012,113.94
Mozambique,MOZ,Sub-Saharan Africa,Low income,2012,122.92
Mauritania,MRT,Sub-Saharan Africa,Lower middle income,2012,94.56
Mauritius,MUS,Sub-Saharan Africa,Upper middle income,2012,102.26
Malawi,MWI,Sub-Saharan Africa,Low income,2012,75.17
Malaysia,MYS,East Asia & Pacific,Upper middle income,2012,103.15
Namibia,NAM,Sub-Saharan Africa,Upper middle income,2012,99.67
New Caledonia,NCL,East Asia & Pacific,High income,2012,84.68
Niger,NER,Sub-Saharan Africa,Low income,2012,81.79
Nigeria,NGA,Sub-Saharan Africa,Lower middle income,2012,87.94
Nicaragua,NIC,Latin America & Caribbean,Lower middle income,2012,102.96
Netherlands,NLD,Europe & Central Asia,High income,2012,96.24
Norway,NOR,Europe & Central Asia,High income,2012,84.37
Nepal,NPL,South Asia,Lower middle income,2012,98.43
Nauru,NRU,East Asia & Pacific,High income,2012,102.14
New Zealand,NZL,East Asia & Pacific,High income,2012,90.24
Oman,OMN,Middle East & North Africa,High income,2012,81.16
Pakistan,PAK,South Asia,Lower middle income,2012,94.49
Panama,PAN,Latin America & Caribbean,High income,2012,94.67
Peru,PER,Latin America & Caribbean,Upper middle income,2012,93.63
Philippines,PHL,East Asia & Pacific,Lower middle income,2012,100.4
Papua New Guinea,PNG,East Asia & Pacific,Lower middle income,2012,93.41
Poland,POL,Europe & Central Asia,High income,2012,96.53
Puerto Rico,PRI,Latin America & Caribbean,High income,2012,102.26
"Korea, Dem. People's Rep.",PRK,East Asia & Pacific,Low income,2012,103.43
Portugal,PRT,Europe & Central Asia,High income,2012,86.33
Paraguay,PRY,Latin America & Caribbean,Upper middle income,2012,59.54
West Bank and Gaza,PSE,Middle East & North Africa,Lower middle income,2012,122.26
French Polynesia,PYF,East Asia & Pacific,High income,2012,101.5
Qatar,QAT,Middle East & North Africa,High income,2012,82.79
Romania,ROU,Europe & Central Asia,High income,2012,71.25
Russian Federation,RUS,Europe & Central Asia,Upper middle income,2012,77.84
Rwanda,RWA,Sub-Saharan Africa,Low income,2012,133.11
Saudi Arabia,SAU,Middle East & North Africa,High income,2012,118.63
Senegal,SEN,Sub-Saharan Africa,Lower middle income,2012,80.61
Singapore,SGP,East Asia & Pacific,High income,2012,94.75
Solomon Islands,SLB,East Asia & Pacific,Lower middle income,2012,94.77
Sierra Leone,SLE,Sub-Saharan Africa,Low income,2012,112.74
El Salvador,SLV,Latin America & Caribbean,Lower middle income,2012,116.72
Somalia,SOM,Sub-Saharan Africa,Low income,2012,109.93
Sao Tome and Principe,STP,Sub-Saharan Africa,Lower middle income,2012,103.29
Suriname,SUR,Latin America & Caribbean,Upper middle income,2012,87.33
Slovak Republic,SVK,Europe & Central Asia,High income,2012,70.23
Slovenia,SVN,Europe & Central Asia,High income,2012,83.63
Sweden,SWE,Europe & Central Asia,High income,2012,89.96
Eswatini,SWZ,Sub-Saharan Africa,Lower middle income,2012,98.59
Seychelles,SYC,Sub-Saharan Africa,High income,2012,94.88
Syrian Arab Republic,SYR,Middle East & North Africa,Low income,2012,142.43
Chad,TCD,Sub-Saharan Africa,Low income,2012,118.3
Togo,TGO,Sub-Saharan Africa,Low income,2012,96.9
Thailand,THA,East Asia & Pacific,Upper middle income,2012,106.01
Tajikistan,TJK,Europe & Central Asia,Lower middle income,2012,94.92
Turkmenistan,TKM,Europe & Central Asia,Upper middle income,2012,90.46
Timor-Leste,TLS,East Asia & Pacific,Lower middle income,2012,103.36
Tonga,TON,East Asia & Pacific,Upper middle income,2012,144.02
Trinidad and Tobago,TTO,Latin America & Caribbean,High income,2012,99.19
Tunisia,TUN,Middle East & North Africa,Lower middle income,2012,99.56
Turkiye,TUR,Europe & Central Asia,Upper middle income,2012,98.73
Tuvalu,TUV,East Asia & Pacific,Upper middle income,2012,97.84
Tanzania,TZA,Sub-Saharan Africa,Lower middle income,2012,87.7
Uganda,UGA,Sub-Saharan Africa,Low income,2012,96.03
Ukraine,UKR,Europe & Central Asia,Lower middle income,2012,83.67
Uruguay,URY,Latin America & Caribbean,High income,2012,100.61
United States,USA,North America,High income,2012,85.99
Uzbekistan,UZB,Europe & Central Asia,Lower middle income,2012,85.32
St. Vincent and the Grenadines,VCT,Latin America & Caribbean,Upper middle income,2012,98.73
"Venezuela, RB",VEN,Latin America & Caribbean,,2012,96.96
Vietnam,VNM,East Asia & Pacific,Lower middle income,2012,94.55
Vanuatu,VUT,East Asia & Pacific,Lower middle income,2012,108.9
Samoa,WSM,East Asia & Pacific,Lower middle income,2012,99.08
"Yemen, Rep.",YEM,Middle East & North Africa,Low income,2012,117.58
South Africa,ZAF,Sub-Saharan Africa,Upper middle income,2012,98.47
Zambia,ZMB,Sub-Saharan Africa,Low income,2012,109.13
Zimbabwe,ZWE,Sub-Saharan Africa,Lower middle income,2012,116.25
Afghanistan,AFG,South Asia,Low income,2013,93.0
Angola,AGO,Sub-Saharan Africa,Lower middle income,2013,114.2
Albania,ALB,Europe & Central Asia,Upper middle income,2013,93.67
United Arab Emirates,ARE,Middle East & North Africa,High income,2013,67.83
Argentina,ARG,Latin America & Caribbean,Upper middle income,2013,90.17
Armenia,ARM,Europe & Central Asia,Upper middle income,2013,96.91
Antigua and Barbuda,ATG,Latin America & Caribbean,High income,2013,100.65
Australia,AUS,East Asia & Pacific,High income,2013,103.59
Austria,AUT,Europe & Central Asia,High income,2013,93.25
Azerbaijan,AZE,Europe & Central Asia,Upper middle income,2013,101.09
Burundi,BDI,Sub-Saharan Africa,Low income,2013,116.45
Belgium,BEL,Europe & Central Asia,High income,2013,97.7
Benin,BEN,Sub-Saharan Africa,Lower middle income,2013,97.93
Burkina Faso,BFA,Sub-Saharan Africa,Low income,2013,98.89
Bangladesh,BGD,South Asia,Lower middle income,2013,96.25
Bulgaria,BGR,Europe & Central Asia,Upper middle income,2013,102.83
Bahrain,BHR,Middle East & North Africa,High income,2013,85.52
"Bahamas, The",BHS,Latin America & Caribbean,High income,2013,94.83
Bosnia and Herzegovina,BIH,Europe & Central Asia,Upper middle income,2013,105.87
Belarus,BLR,Europe & Central Asia,Upper middle income,2013,93.12
Belize,BLZ,Latin America & Caribbean,Upper middle income,2013,101.04
Bolivia,BOL,Latin America & Caribbean,Lower middle income,2013,93.52
Brazil,BRA,Latin America & Caribbean,Upper middle income,2013,97.55
Barbados,BRB,Latin America & Caribbean,High income,2013,117.46
Brunei Darussalam,BRN,East Asia & Pacific,High income,2013,94.44
Bhutan,BTN,South Asia,Lower middle income,2013,92.34
Botswana,BWA,Sub-Saharan Africa,Upper middle income,2013,76.73
Central African Republic,CAF,Sub-Saharan Africa,Low income,2013,104.71
Canada,CAN,North America,High income,2013,106.59
Switzerland,CHE,Europe & Central Asia,High income,2013,92.17
Chile,CHL,Latin America & Caribbean,High income,2013,102.72
China,CHN,East Asia & Pacific,Upper middle income,2013,95.86
Cote d'Ivoire,CIV,Sub-Saharan Africa,Lower middle income,2013,85.78
Cameroon,CMR,Sub-Saharan Africa,Lower middle income,2013,90.95
"Congo, Dem. Rep.",COD,Sub-Saharan Africa,Low income,2013,92.56
"Congo, Rep.",COG,Sub-Saharan Africa,Lower middle income,2013,91.84
Colombia,COL,Latin America & Caribbean,Upper middle income,2013,93.32
Comoros,COM,Sub-Saharan Africa,Lower middle income,2013,102.83
Cabo Verde,CPV,Sub-Saharan Africa,Lower middle income,2013,109.89
Costa Rica,CRI,Latin America & Caribbean,Upper middle income,2013,95.14
Cuba,CUB,Latin America & Caribbean,Upper middle income,2013,98.12
Cyprus,CYP,Europe & Central Asia,High income,2013,99.1
Czechia,CZE,Europe & Central Asia,High income,2013,91.06
Germany,DEU,Europe & Central Asia,High income,2013,96.18
Djibouti,DJI,Middle East & North Africa,Lower middle income,2013,97.85
Dominica,DMA,Latin America & Caribbean,Upper middle income,2013,99.15
Denmark,DNK,Europe & Central Asia,High income,2013,93.84
Dominican Republic,DOM,Latin America & Caribbean,Upper middle income,2013,89.02
Algeria,DZA,Middle East & North Africa,Lower middle income,2013,98.82
Ecuador,ECU,Latin America & Caribbean,Upper middle income,2013,86.67
"Egypt, Arab Rep.",EGY,Middle East & North Africa,Lower middle income,2013,93.99
Eritrea,ERI,Sub-Saharan Africa,Low income,2013,100.04
Spain,ESP,Europe & Central Asia,High income,2013,111.56
Estonia,EST,Europe & Central Asia,High income,2013,83.62
Ethiopia,ETH,Sub-Saharan Africa,Low income,2013,88.89
Finland,FIN,Europe & Central Asia,High income,2013,104.57
Fiji,FJI,East Asia & Pacific,Upper middle income,2013,104.91
France,FRA,Europe & Central Asia,High income,2013,93.49
Faroe Islands,FRO,Europe & Central Asia,High income,2013,103.31
"Micronesia, Fed. Sts.",FSM,East Asia & Pacific,Lower middle income,2013,84.75
Gabon,GAB,Sub-Saharan Africa,Upper middle income,2013,96.08
United Kingdom,GBR,Europe & Central Asia,High income,2013,89.63
Georgia,GEO,Europe & Central Asia,Upper middle income,2013,126.83
Ghana,GHA,Sub-Saharan Africa,Lower middle income,2013,95.01
Guinea,GIN,Sub-Saharan Africa,Low income,2013,92.51
"Gambia, The",GMB,Sub-Saharan Africa,Low income,2013,106.59
Guinea-Bissau,GNB,Sub-Saharan Africa,Low income,2013,97.12
